Texto,Ruta,Etiqueta
158,Let each state have a different rule.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/158.wav,
159,"Look, there's so many young women who have been, including a young woman who just was murdered, and he went to the funeral.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/159.wav,
160,"And the idea that she was murdered by an immigrant coming in, they talk about that.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/160.wav,
161,But here's the deal.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/161.wav,
162,"There's a lot of young women to be raped by their in-laws, by their spouses.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/162.wav,
163,brothers and sisters by just it's just ridiculous and they can do nothing about it and they try to arrest them when they cross state lines.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/163.wav,
164, There have been many young women murdered by the same people he allows to come across our border.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/164.wav,
165,We have a border that's the most dangerous place anywhere in the world.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/165.wav,
166,Considered the most dangerous place anywhere in the world.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/166.wav,
167,"And he opened it up, and these killers are coming into our country.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/167.wav,
168,And they are raping and killing women.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/168.wav,
169,And it's a terrible thing.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/169.wav,
170,"As far as the abortion is concerned, it is now back with the states.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/170.wav,
171,The states are voting.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/171.wav,
172,"In many cases, it's frankly a very liberal decision.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/172.wav,
173,"In many cases, it's the opposite.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/173.wav,
174,"But they're voting, and it's bringing it back to the vote of the people, which is what everybody wanted, including the founders if they knew about this issue, which, frankly, they didn't.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/174.wav,
175,But everybody wanted it brought back.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/175.wav,
176,Ronald Reagan wanted it brought back.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/176.wav,
177,He wasn't able to get it.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/177.wav,
178,"Everybody wanted it brought back, and many presidents had tried to get it back.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/178.wav,
179,I was the one to do it.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/179.wav,
180,"And, again, this gives it the vote of the people, and that's where they wanted it.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/180.wav,
181,Every legal scholar wanted it that way.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/181.wav,
182,"I support Roe v. Wade, which had three trimesters.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/182.wav,
183,The first time is between the woman and the doctor.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/183.wav,
184,Second time is between the doctor and an extreme situation.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/184.wav,
185,"The third time is between the doctor, I mean, between the woman and the state.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/185.wav,
186,"The idea that the politicians, that the founders wanted the politicians to be the ones making decisions about women's health is ridiculous.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/186.wav,
187,That's the last.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/187.wav,
188,No politician should be making that decision.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/188.wav,
189,A doctor should be making those decisions.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/189.wav,
190,That's how it should be run.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/190.wav,
191,That's what you're going to do.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/191.wav,
192,"And if I'm elected, I'm going to restore Roe v. Wade.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/192.wav,
193," So that means he can take the life of the baby in the ninth month and even after birth because some states, Democrat run, take it after birth.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/193.wav,
194,"Again, the governor, former governor of Virginia, put the baby down, then we decide what to do with it.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/194.wav,
195,"So he's willing to, as we say, rip the baby out of the womb in the ninth month and kill the baby.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/195.wav,
196,"Nobody wants that to happen, Democrat or Republican.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/196.wav,
197,Nobody wants it to happen.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/197.wav,
198, That is simply not true.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/198.wav,
199,The Roe v. Wade does not provide for that.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/199.wav,
200,That's not the circumstance.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/200.wav,
201,"Only if a woman's life is in danger, she's going to die.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/201.wav,
202,That's the only circumstance in which that can happen.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/202.wav,
203,"But we are not for late-term abortion, period, period, period.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/203.wav,
204," Under Roe v. Wade, you have late-term abortion.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/204.wav,
205,"You can do whatever you want, depending on the state.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/205.wav,
206,You can do whatever you want.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/206.wav,
207,We don't think that's a good thing.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/207.wav,
208,We think it's a radical thing.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/208.wav,
209,"We think the Democrats are the radicals, not the Republicans.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/209.wav,
210,"For 51 years, that was the law.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/210.wav,
211,"Fifty-one years, Constance's Scholarship said it was the right way to go.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/211.wav,
212,"Fifty-one years, and it was taken away because this guy put very conservative members on the Supreme Court.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/212.wav,
213,He takes credit for taking it away.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/213.wav,
214,What's he going to do?,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/214.wav,
215,"What's he going to do, in fact, if the MAGA Republicans, he gets elected and the MAGA Republicans control the Congress and they pass a universal ban on abortion, period, across the board at six weeks or seven or eight or ten weeks, something very, very conservative.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/215.wav,
216,Is he going to sign that bill?,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/216.wav,
217,I'll veto it.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/217.wav,
218,He'll sign it.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/218.wav,
219," Because we worked very hard to get a bipartisan agreement that not only changed all of that, made sure that we are in a situation where you had no circumstance where they could come across the border with the number of border police there are now.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/219.wav,
220,We significantly increased  the number of asylum officers significantly.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/220.wav,
221,"By the way, the Border Patrol endorsed me, endorsed my position.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/221.wav,
222,"In addition to that, we found ourselves in a situation where when he was present, he was taking, separating babies from their mothers, putting them in cages, making sure the families were separated.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/222.wav,
223,That's not the right way to go.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/223.wav,
224,"What I've done since I've changed the law, what's happened, I've changed it in a way that now you're in a situation where there are 40% fewer people coming across the border illegally.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/224.wav,
225,That's better than when he left office.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/225.wav,
226,And I'm going to continue to move until we get the total ban on the total initiative relative to what we're going to do with more border patrol and more asylum officers.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/226.wav,
227, President Trump?,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/227.wav,
228,I really don't know what he said at the end of that sentence.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/228.wav,
229,I don't think he knows what he said either.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/229.wav,
230,"Look, we had the safest border in the history of our country.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/230.wav,
231,All he had to do was leave it.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/231.wav,
232,All he had to do was leave it.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/232.wav,0.0
233,"He decided to open up our border, open up our country to people that are  from prisons, people that are from mental institutions, insane asylum, terrorists.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/233.wav,
234,"We have the largest number of terrorists coming into our country right now, all terrorists, all over the world, not just in South America, all over the world.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/234.wav,
235,"They come from the Middle East, everywhere.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/235.wav,
236,"All over the world, they're pouring in.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/236.wav,
237,"and this guy just left it open and he didn't need legislation because i didn't have legislation i said close the border we had the safest border in history in that final couple of months of my presidency we had according to border patrol who is great and by the way who endorsed me for president but i won't say that but they endorsed me for president  Brandon, just speak to him.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/237.wav,
238,"But look, we had the safest border in history.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/238.wav,
239,Now we have the worst border in history.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/239.wav,
240,There's never been anything like it.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/240.wav,
241,"And people are dying all over the place, including the people that are coming up.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/241.wav,
242," The only terrorist who's done anything across the border is one who came along and killed three under his administration, killed an Al Qaeda person coming in and his administration, killed three American soldiers, killed three American soldiers.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/242.wav,
243,That's the only terrorist that's there.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/243.wav,
244,"I'm not saying no terrorist ever got through, but the idea they're emptying their prisons, we're welcoming these people.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/244.wav,
245,That's simply not true.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/245.wav,
246,There's no data to support what he said.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/246.wav,
247,"Once again, he's exaggerating.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/247.wav,
248,He's lying.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/248.wav,
249,Just one second.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/249.wav,
250,He said we kill three people.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/250.wav,
251,"The people we killed are al-Baghdadi and Soleimani, the two greatest terrorists, biggest terrorists anywhere in the world.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/251.wav,
252,"And it had a huge impact on everything, not just border, on everything.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/252.wav,
253,"He's the one that killed people with the bad water, including  hundreds of thousands of people dying and also killing our citizens when they come in.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/253.wav,
254,We are living right now in a rat's nest.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/254.wav,
255,"They're killing our people in New York, in California, in every state in the union because we don't have borders anymore.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/255.wav,
256,Every state is now a border.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/256.wav,
257,"And because of his ridiculous, insane and very stupid policies, people are coming in and they're killing our citizens at a level that we've never seen.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/257.wav,
258,We call it migrant crime.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/258.wav,
